processes,accuracy,total_time,compute_time,comm_time
1,0.9833333333333333,5.084520578384399,4.995186805725098,0.018961191177368164
2,0.9833333333333333,2.6809048652648926,2.640697956085205,0.0026619434356689453
4,0.9833333333333333,2.0945584774017334,1.9483866691589355,0.1198892593383789
8,0.9833333333333333,2.029775381088257,1.8406774997711182,0.1566152572631836
